﻿﻿restaurant_id,wine_name,producer,vintage,price,bottle_size,section,acidity,tannin,body,texture,pairing_tags,insider_note,data_source
claud,"""clos saint-denis"" grand cru",domaine dujac,2008,2950,1.5L,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
milos,"Cabernet/Merlot, Estate Red",Biblia Chora,2007,2950,15L,General,6,8,8,Structured,Steak,"Black fruit, green pepper, tannin.",GRAND_MASTER_V34
modern,Pauillac,Château Mouton Rothschild,2005,2950,750ml,General,7,9,9,Structured,,,HEURISTIC_V33
manhatta,"Romanée-Saint-Vivant, Grand Cru 2015",Sylvain Cathiard,2015,2925,750ml,General,7,8,8,"dense, glossy","lamb, duck, foie gras, truffle","Solar 2015 RSV; luxurious black cherry, velvety yet firmly structured.",NUCLEAR_MATCH_V8
marea,"Barbaresco, Crichët Pajé",Roagna,2014,2900,750ml,General,9,8,6,Austere,"Game Birds, Earthy Dishes","2014 wet vintage, lean Barbaresco tension.",NUCLEAR_MATCH_V8
torrisi,'Les Clos',François Raveneau,1999,2900,750ml,White Wines - France,9,1,9,rich mineral,"halibut, nuts",Les Clos extraordinary richness.,NUCLEAR_MATCH_V8
torrisi,Chevalier-Montrachet,Bouchard,2019,2900,1500ml,Large Format,8,1,8,Firm,"Monkfish, Pasta",Structured 2019 Chevalier: concentrated depth.,NUCLEAR_MATCH_V8
torrisi,Gevrey-Chambertin 'Clos Saint-Jacques',Armand Rousseau,2007,2900,750ml,French Red Wine,7,8,9,profound,"filet mignon, truffle dishes",Peak 2007 Rousseau; complex and evolved.,NUCLEAR_MATCH_V8
torrisi,Clos Saint-Denis Magnum,Domaine Dujac,2023,2900,Magnum,French Red Wine,8,8,9,"dense, spherical, satiny","roast_goose, wagyu_striploin","Magnum Clos Saint-Denis: grand, sensual, for long unhurried meals.",NUCLEAR_MATCH_V8
torrisi,Grand Cru 'Clos Saint-Denis',Domaine Dujac,2023,2900,1500ml,Large Format,8,7,7,"filigreed, airy, lace-like","quail, pheasant, morels, duck_confît",Clos Saint-Denis in a lifted register; weightless yet authoritative.,NUCLEAR_MATCH_V8
modern,Vosne-Romanée,Bizot,2010,2900,750ml,General,7,5,6,Spicy,Lamb,"Vosne-Romanée; spice, soy, velvet.",GRAND_MASTER_V34
smith wollensky,Estate Cabernet,Château Montelena,2004,2900,6L,General,6,8,8,Structured,Steak,"Black fruit, green pepper, tannin.",GRAND_MASTER_V34
smith wollensky,Cabernet,Silver Oak,2019,2900,6L,General,6,8,8,Structured,Steak,"Black fruit, green pepper, tannin.",GRAND_MASTER_V34
rezdora,Brunello di Montalcino Riserva,Biondi-Santi,2008,2895,750ml,General,8,8,8,Polished,,,HEURISTIC_V33
rezdora,Granbussia Riserva,Aldo Conterno,1989,2895,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
claud,"""monfortino"" barolo riserva","conterno, giacomo",2019,2888,1.5L,General,9,10,8,Grippy,,,HEURISTIC_V33
torrisi,Chambolle-Musigny 1er Cru 'Cras',Georges Roumier,2005,2885,750ml,Reserve List,8,7,7,"supple, floral","coq au vin, soft cheeses",Cras: elegant Chambolle purity.,NUCLEAR_MATCH_V8
claud,"""grands-échezeaux"" grand cru",domaine de la romanée-conti,2020,2875,750ml,General,8,5,7,Ethereal,Game,The pinnacle; perfect balance and depth.,GRAND_MASTER_V34
torrisi,Le Mesnil,Salon,2013,2800,750ml,Champagne & Sparkling Wines,8,1,7,"chiseled, chalky, vertical","oysters, caviar, shellfish","Young, razor-cut Salon; pure Mesnil chalk and citrus.",NUCLEAR_MATCH_V8
torrisi,Bienvenues-Bâtard-Montrachet,Domaine Leflaive,2020,2800,750ml,White Wines - France,8,1,7,Pure,"Shellfish, Sole","Vibrant 2020 Bienvenues: mineral, structured.",NUCLEAR_MATCH_V8
modern,Ruchottes-Chambertin Grand Cru,Christophe Roumier,2022,2800,750ml,General,8,7,8,Grand,Venison,"The King of Burgundy; intense, masculine, long.",GRAND_MASTER_V34
rezdora,'Piè Franco',Cappellano,2012,2800,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
smith wollensky,Pauillac,Lafite Rothchild,1990,2800,750ml,General,7,9,9,Structured,,,HEURISTIC_V33
smith wollensky,Pauillac,Lafite Rothchild,2005,2800,750ml,General,7,9,9,Structured,,,HEURISTIC_V33
rezdora,Montepulciano d'Abruzzo Vecchie Vigne,Emidio Pepe,1979,2795,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
modern,Clos de la Roche Grand Cru,Dujac,2019,2793,750ml,General,8,7,8,Wild,Venison,"Morey-St-Denis Grand Cru; gamey, intense, structured.",UNICORN_PATCH_V35
modern,Clos de la Roche Grand Cru,Dujac,2021,2793,750ml,General,8,7,8,Wild,Venison,"Morey-St-Denis Grand Cru; gamey, intense, structured.",UNICORN_PATCH_V35
modern,Hermitage,Jean-Louis Chave,1997,2793,1.5L,General,7,9,9,Granite,Game,Granite hill; massive Syrah power.,GRAND_MASTER_V34
modern,"Viña Tondonia, Gran Reserva",López de Heredia,1961,2753,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
torrisi,'Masseto',Tenuta dell'Ornellaia,2012,2750,750ml,Red Wines - Italy,8,9,8,Grippy,"Roast Lamb, Truffles","Classic Masseto: refined power, long haul.",NUCLEAR_MATCH_V8
claud,hermitage,"chave, jean-louis",2021,2750,3000ml,General,7,9,9,Granite,Game,Granite hill; massive Syrah power.,GRAND_MASTER_V34
claud,hermitage,"chave, jean-louis",2022,2750,3000ml,General,7,9,9,Granite,Game,Granite hill; massive Syrah power.,GRAND_MASTER_V34
claud,"hermitage, rhône","chave, jean-louis",2022,2750,3L,General,7,9,9,Granite,Game,Granite hill; massive Syrah power.,GRAND_MASTER_V34
claud,"hermitage, rhône","chave, jean-louis",2021,2750,3L,General,7,9,9,Granite,Game,Granite hill; massive Syrah power.,GRAND_MASTER_V34
penny,1er Cru 'Clos des Bouchères',Roulot,2011,2750,1.5L,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
penny,Meursault 1er Cru | 'Clos des Bouchères' 1.5L,Roulot,2011,2750,750ml,General,7,1,8,Opulent,,,HEURISTIC_V33
milos,"Vosne-Romanee 1er Cru, Cros Parantoux, Vin Non Filtre",E. Rouget,2016,2715,750ml,General,7,5,6,Spicy,Lamb,"Vosne-Romanée; spice, soy, velvet.",GRAND_MASTER_V34
milos,Echezeaux Grand Cru,Domaine de la Romanée Conti,2020,2705,750ml,General,8,5,7,Ethereal,Game,The pinnacle; perfect balance and depth.,GRAND_MASTER_V34
torrisi,Bonnes Mares,Domaine Roumier,2021,2700,750ml,French Red Wine,9,8,7,"tense, vertical, mineral","Roast duck, Pigeon, Truffle dishes","Cool, racy Bonnes Mares; all about precision over power.",NUCLEAR_MATCH_V8
modern,Barbaresco,Gaja,1989,2700,750ml,General,8,9,7,Elegant,Veal,Elegant Nebbiolo; floral and earthy.,GRAND_MASTER_V34
milos,"Cabernet Sauvignon, Nathan Coombs Estate",Paul Hobbs,2012,2680,1.5L,General,6,8,9,Structured,,,HEURISTIC_V33
claud,"""clos st. jacques"" gevrey-chambertin 1er cru","rousseau, armand",2002,2675,750ml,General,7,6,7,Structured,"Duck, Steak","Gevrey-Chambertin; power, game, structure.",GRAND_MASTER_V34
penny,Gevrey-Chambertin 1er Cru 'Clos Saint-Jacques',Armand Rousseau,2000,2675,750ml,General,7,6,7,Structured,"Duck, Steak","Gevrey-Chambertin; power, game, structure.",GRAND_MASTER_V34
penny,Gevrey-Chambertin 1er Cru 'Clos Saint-Jacques',Armand Rousseau,2002,2675,750ml,General,7,6,7,Structured,"Duck, Steak","Gevrey-Chambertin; power, game, structure.",GRAND_MASTER_V34
rezdora,'Piè Rupestris',Cappellano,1998,2675,750ml,General,6,9,10,Massive,Aged Cheese,"Amarone legend; dried fruit, chocolate, massive.",UNICORN_PATCH_V35
torrisi,Vosne-Romanée 'Aux Malconsorts' Magnum,Domaine Dujac,2023,2655,Magnum,French Red Wine,8,8,8,"compact, layered, vinous","lamb_rack, venison, wagyu, truffle",Magnum amplifies Malconsorts’ architecture; cellar centerpiece for serious menus.,NUCLEAR_MATCH_V8
torrisi,1er Cru 'Aux Malconsorts',Domaine Dujac,2023,2655,1500ml,Large Format,8,7,7,"supple, spicy, whole-cluster silk","duck, pigeon, roast_pork, earthy_vegetables",Malconsorts with Dujac perfume; serious yet immediately seductive.,NUCLEAR_MATCH_V8
torrisi,'Blanchot',François Raveneau,1995,2650,750ml,White Wines - France,8,1,8,"Silky, honeyed, marine","foie_gras_torchon, lobster, aged_gruyère","Mature Blanchot; honey, smoke, sea breeze, great depth.",NUCLEAR_MATCH_V8
torrisi,Bienvenues-Bâtard-Montrachet,Domaine Leflaive,2019,2650,750ml,White Wines - France,8,1,7,Crisp,"Oysters, Goat Cheese","Fresh 2019 Bienvenues: concentrated, precise.",NUCLEAR_MATCH_V8
bad roman,"""Monprivato"" Barolo, Piedmont",Giuseppe Mascarello,2020,2650,3L Double Magnum,General,9,10,8,Grippy,,,HEURISTIC_V33
claud,"""bonnes mares"" grand cru","roumier, georges",2015,2650,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
milos,"Blanc de Blancs, Le Mesnil",Salon,2012,2650,750ml,General,10,1,5,Electric,Oysters,"100% Chardonnay; citrus, chalk, laser.",GRAND_MASTER_V34
modern,Les Perrières,Leroy (Maison),2009,2650,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
rezdora,Crichët Pajé,Roagna,2015,2650,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
milos,Bâtard Montrachet Grand Cru,Lucien Le Moine,2019,2625,750ml,General,8,1,9,Perfect,Caviar,The greatest white wine; infinite depth.,GRAND_MASTER_V34
rezdora,'Piè Franco',Cappellano,2014,2625,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
modern,Troglia Vetro Soffiato,Cappellano,1965,2623,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
modern,Musigny Grand Cru,Drouhin,2003,2603,750ml,General,8,5,7,Velvety,Duck,The Queen of Burgundy; velvet and iron fist.,GRAND_MASTER_V34
marea,"Barbaresco, Crichët Pajé",Roagna,2015,2600,750ml,General,8,9,9,Solar,"Lamb, Grilled Meats","2015 Crichët Pajé, ripe fruit power.",NUCLEAR_MATCH_V8
torrisi,'Valmur',François Raveneau,2000,2600,750ml,White Wines - France,9,1,9,silky persistent,"langoustine, foie gras",Valmur balance and depth.,NUCLEAR_MATCH_V8
torrisi,'Porusots',Comtes Lafon,2014,2600,Magnum,White Wines - France,8,1,6,Lean,"light fish, herb salads","2014 wet vintage, lighter body.",NUCLEAR_MATCH_V8
torrisi,Echézeaux 'Les Rouges',Arnoux-Lachaux,2021,2600,750ml,French Red Wine,9,7,7,"ultra-fine, airy, perfumed","Pigeon, Japanese cuisine, Matsutake","Hyper-fragrant, textural; almost RSV-like finesse.",NUCLEAR_MATCH_V8
penny,Échezeaux,Domaine de la Romanée-Conti,2020,2595,750ml,General,8,5,7,Ethereal,Game,The pinnacle; perfect balance and depth.,GRAND_MASTER_V34
modern,Meix Chavaux,Roulot,2021,2593,1.5L,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
modern,Chambolle-Musigny Les Cras,Georges Roumier,2020,2593,750ml,General,7,4,5,Silky,Roast Chicken,"Chambolle-Musigny; lace, silk, perfume.",GRAND_MASTER_V34
modern,Chambolle-Musigny Les Cras,Georges Roumier,2021,2593,750ml,General,7,4,5,Silky,Roast Chicken,"Chambolle-Musigny; lace, silk, perfume.",GRAND_MASTER_V34
torrisi,Charmes-Chambertin Grand Cru,Denis Bachelet,2010,2575,750ml,Reserve List,8,8,9,"dense, structured","roast beef, foie gras","Bachelet Charmes: ripe, profound depth.",NUCLEAR_MATCH_V8
torrisi,'Melbury' Magnum,Bond,2013,2575,Magnum,Reserve List,8,9,9,Opulent,"Prime Rib, Aged Beef","Melbury solar, magnum.",NUCLEAR_MATCH_V8
penny,'Clos du Mesnil' chardonnay,Krug,1995,2555,750ml,General,6,1,7,Round,,,HEURISTIC_V33
marea,Unknown,GIUSEPPE QUINTARELLI,2001,2550,750ml,LARGE FORMAT BOTTLES,7,7,9,"mellow, glycerol, haunting","braised_game, gorgonzola, dark_chocolate, after_dinner","Fully evolved Quintarelli; ethereal, sappy, incredibly persistent.",NUCLEAR_MATCH_V8
torrisi,'Pucelles',Domaine Leflaive,2022,2550,Magnum,White Wines - France,9,1,8,Ripe,"seafood risotto, poulet de bresse","Leflaive Pucelles 2022, ripe elegance.",NUCLEAR_MATCH_V8
torrisi,Barolo,Bartolo Mascarello,1967,2550,750ml,Italian Red Wine,7,8,8,evolved truffle,"roast game, foie gras","Classic 1967; dried rose, depth.",NUCLEAR_MATCH_V8
torrisi,Puligny-Montrachet 1er 'Les Pucelles',Domaine Leflaive,2022,2550,1500ml,Large Format,8,1,8,"silken, dense, noble reduction","turbot, butter-poached lobster","Benchmark Puligny premier cru; powerful yet vertical, ageworthy white Burgundy.",NUCLEAR_MATCH_V8
milos,Napa Valley,Promontory Estate,2016,2515,750ml,General,5,8,9,Plush,,,HEURISTIC_V33
marea,"Barbaresco, Crichët Pajé",Roagna,2013,2500,750ml,General,8,9,8,Evolving,"Venison, Truffle Pasta","2013 Pajé, balanced mature rose notes.",NUCLEAR_MATCH_V8
torrisi,'Blanchot',François Raveneau,2000,2500,750ml,White Wines - France,9,1,8,silky evolved,"scallops, poultry",Blanchot elegance unfolds richly.,NUCLEAR_MATCH_V8
torrisi,'Les Clos',François Raveneau,2005,2500,750ml,White Wines - France,8,1,8,creamy textured,"prawns, risotto",Les Clos power and perfume.,NUCLEAR_MATCH_V8
torrisi,'Masseto',Tenuta dell'Ornellaia,2018,2500,750ml,Red Wines - Italy,7,8,8,"sumptuous, layered, dark-fruited with cocoa","braised lamb shank, game, taleggio","Ripe, powerful Masseto; decant to unfurl complexity.",NUCLEAR_MATCH_V8
torrisi,Romanée-Saint-Vivant,Hudelot-Noellat,2005,2500,750ml,French Red Wine,7,7,8,"opulent, satin, resolved","Foie gras, Roast pigeon, Cepes",Solar RSV; lush palate with fully integrated structure.,NUCLEAR_MATCH_V8
torrisi,Château Latour,Château Latour,2009,2500,750ml,French Red Wine,7,9,9,Monolithic,"Steak Au Poivre, Aged Beef","2009 solar: Ripe, opulent powerhouse.",NUCLEAR_MATCH_V8
torrisi,Pauillac,Château Latour,2009,2500,750ml,French Red Wine,7,9,9,"glycerol-rich, dense, authoritative","grilled_ribeye, oxtail, barbecued_short_ribs","Solar 2009 Latour; generous, ripe core wrapped in classic Pauillac power.",NUCLEAR_MATCH_V8
claud,"""grand vin""",château margaux,1999,2500,1.5L,General,7,7,7,Silky,,,HEURISTIC_V33
smith wollensky,Les Amoureuses Chambolle-Musigny,J.F. Mugnier,2018,2500,750ml,General,7,4,5,Silky,Roast Chicken,"Chambolle-Musigny; lace, silk, perfume.",GRAND_MASTER_V34
smith wollensky,Pessac-Leognan,Haut-Brion,2005,2500,750ml,General,7,8,8,Smoky,Roast Beef,"Smoky, gravelly, savory.",GRAND_MASTER_V34
smith wollensky,Quella Cabernet,Bond,2013,2500,1.5L,General,6,8,8,Structured,Steak,"Black fruit, green pepper, tannin.",GRAND_MASTER_V34
smith wollensky,Pluribus Cabernet,Bond,2009,2500,1.5L,General,6,8,8,Structured,Steak,"Black fruit, green pepper, tannin.",GRAND_MASTER_V34
smith wollensky,Cabernet,Far Niente,2022,2500,6L,General,6,8,8,Structured,Steak,"Black fruit, green pepper, tannin.",GRAND_MASTER_V34
penny,Margaux 1er Cru Classé 1.5L,Château Margaux,1999,2495,750ml,General,7,7,7,Silky,,,HEURISTIC_V33
rezdora,Merlot,Masseto,2021,2495,750ml,General,5,5,7,Plush,Burger,"Plum, velvet, chocolate.",GRAND_MASTER_V34
penny,'Rosé' P2',Dom Pérignon,1995,2450,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
rezdora,'Piè Franco',Cappellano,2016,2450,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
rezdora,'Piè Franco',Cappellano,2015,2450,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
manhatta,"Chambertin, Grand Cru",Trapet,2006,2430,750ml,General,7,8,9,Dense powerful,"Venison, Blue cheese","Fully mature, complex earth and fruit.",NUCLEAR_MATCH_V8
torrisi,'Riserva',Biondi-Santi,1988,2425,750ml,Italian Red Wine,7,9,9,"Ethereal, complex","Truffled foie gras, Aged cheeses","1988 Riserva: Mature grace, endless finish.",NUCLEAR_MATCH_V8
milos,"Merlot /Cabernet Franc, Pomerol",Château L' Evangile,2000,2425,750ml,General,6,6,8,Velvety,Beef Wellington,"Merlot velvet; plum, truffle, iron.",GRAND_MASTER_V34
milos,"St Eden, Napa Valley",Bond Estate,2018,2410,750ml,General,5,8,9,Plush,,,HEURISTIC_V33
milos,"Merlot, Masseto",,2019,2410,750ml,General,5,5,7,Plush,Burger,"Plum, velvet, chocolate.",GRAND_MASTER_V34
milos,"Merlot, Masseto, Toscana",Masseto,2019,2410,750ml,General,5,5,7,Plush,Burger,"Plum, velvet, chocolate.",GRAND_MASTER_V34
torrisi,'Valmur',François Raveneau,2005,2400,750ml,White Wines - France,8,1,8,textured mineral,"crab, chicken",Valmur power with finesse.,NUCLEAR_MATCH_V8
torrisi,Chevalier-Montrachet,Domaine Michel Niellon,2020,2400,750ml,White Wines - France,8,1,8,Textured,"Tuna, Foie Gras","Rich 2020 Chevalier: complex, ageing star.",NUCLEAR_MATCH_V8
smith wollensky,Pessac-Leognan,Haut-Brion,2010,2400,750ml,General,7,8,8,Smoky,Roast Beef,"Smoky, gravelly, savory.",GRAND_MASTER_V34
smith wollensky,"Pinot Noir Willamette, OR",Benton Lane,2023,2392,750ml,WINES BY THE GLASS - RED,7,4,5,Silky,,,HEURISTIC_V33
smith wollensky,"Rosso di Montepulciano Tuscany, IT",Boscarelli,2023,2392,750ml,WINES BY THE GLASS - RED,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
milos,"Cabernet/Merlot, Estate Red",Biblia Chora,2008,2360,12L,General,6,8,8,Structured,Steak,"Black fruit, green pepper, tannin.",GRAND_MASTER_V34
torrisi,Château Mouton-Rothschild,Château Mouton-Rothschild,2005,2350,750ml,French Red Wine,8,9,9,firm,,"Rich fruit, powerful structure.",NUCLEAR_MATCH_V8
torrisi,Pauillac,Château Mouton-Rothschild,2005,2350,750ml,French Red Wine,8,9,9,cigar box spice,"rare steak, mushrooms","Solar ripeness, blackcurrant power.",NUCLEAR_MATCH_V8
milos,Chevalier Montrachet Grand Cru,Domaine de la Pousse d'Or,2020,2345,750ml,General,8,1,9,Perfect,Caviar,The greatest white wine; infinite depth.,GRAND_MASTER_V34
milos,Corton Charlemagne Grand Cru,Domaine Bonneau du Martray,2020,2340,750ml,General,7,7,8,Muscle,Roast Pork,Grand Cru power; red fruit and muscle.,GRAND_MASTER_V34
manhatta,"Chambertin, Grand Cru",Trapet,2008,2335,750ml,General,7,8,8,Firm structured,"Beef roast, Smoked meats","Cool year, taut with potential.",NUCLEAR_MATCH_V8
torrisi,Château Haut-Brion,Château Haut-Brion,2010,2320,750ml,French Red Wine,7,9,9,"structured, classic, graphite‑laden","cote de boeuf, lamb, game birds","Towering 2010; tightly coiled, decant or cellar confidently.",NUCLEAR_MATCH_V8
torrisi,Pessac-Léognan,Château Haut-Brion,2010,2320,750ml,French Red Wine,8,8,9,"powerful, compact, tightly knit","ribeye, lamb, game, black truffle","Monumental, structured Haut-Brion; coiled power, long cellar trajectory.",NUCLEAR_MATCH_V8
torrisi,Charmes-Chambertin,Armand Rousseau,2001,2320,750ml,Reserve List,7,7,8,"fragrant, floral","pork loin, wild salmon","Charmes: delicate fruit, spicy flair.",NUCLEAR_MATCH_V8
marea,"Barolo Riserva, Granbussia",Aldo Conterno,2012,2300,750ml,General,8,9,9,dense evolved,"roast duck, gorgonzola",2012 Riserva: mature tannin harmony.,NUCLEAR_MATCH_V8
marea,Unknown,Philipponnat,1999,2300,1500ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
torrisi,Clos du Mesnil,Krug,2006,2300,750ml,Champagne & Sparkling Wines,7,1,8,"creamy, chalky, enveloping","lobster, poularde, morels","2006 Clos du Mesnil: riper, broader, with toasted brioche richness.",NUCLEAR_MATCH_V8
torrisi,Château Lafite-Rothschild,Château Lafite-Rothschild,2009,2300,750ml,French Red Wine,7,8,9,polished,"filet au poivre, walnuts","Opulent ripe, refined tannins.",NUCLEAR_MATCH_V8
bad roman,"""Crichet Pajé"" Barbaresco",Roagna,2014,2300,750ml,General,8,8,3,refined,"roast beef, game, truffles, aged cheeses","Roagna's Crichet Pajé is a prestigious single-vineyard Barbaresco from Nebbiolo, noted for elegant floral and tar aromas, vibrant high acidity, firm yet refined tannins that soften with age, and a full yet lighter body than Barolo; ideal for 5-10+ years cellaring to balance its youthful structure.",API_PERPLEXITY_GOD_FINAL
smith wollensky,Pauillac (Vertical) 6L,Château Fonbadet,1978,2300,750ml,General,7,9,9,Structured,,,HEURISTIC_V33
rezdora,"'Aria,' Brunello di Montalcino",Stella di Campalto,2018,2295,1500ml,General,8,8,8,Polished,,,HEURISTIC_V33
rezdora,Merlot,Masseto,2019,2295,750ml,General,5,5,7,Plush,Burger,"Plum, velvet, chocolate.",GRAND_MASTER_V34
modern,Hermitage,Jean-Louis Chave,2002,2293,1.5L,General,7,9,9,Granite,Game,Granite hill; massive Syrah power.,GRAND_MASTER_V34
smith wollensky,Cabernet Sauvignon CA,Decoy,2022,2288,750ml,WINES BY THE GLASS - RED,6,8,9,Structured,,,HEURISTIC_V33
torrisi,Pauillac,Château Latour,1995,2275,750ml,Reserve List,7,8,8,"structured, savory, firmly_classic","lamb_rack, beef_wellington, hard_mature_cheddar","1995 Latour; still serious and savory, with traditional Pauillac backbone.",NUCLEAR_MATCH_V8
torrisi,Clos de la Roche,Dujac,2010,2265,750ml,Reserve List,8,8,9,"dense, structured","beef Wellington, game birds",Dujac Clos de la Roche: power and grace.,NUCLEAR_MATCH_V8
torrisi,Griotte-Chambertin Grand Cru,Fourrier,2002,2265,750ml,Reserve List,7,8,8,"textured, floral","venison tartare, raspberry desserts",Griotte: small parcel intensity.,NUCLEAR_MATCH_V8
milos,"Merlot, Masseto",,2018,2265,750ml,General,5,5,7,Plush,Burger,"Plum, velvet, chocolate.",GRAND_MASTER_V34
milos,"Merlot, Masseto, Toscana",Masseto,2018,2265,750ml,General,5,5,7,Plush,Burger,"Plum, velvet, chocolate.",GRAND_MASTER_V34
milos,Chevalier Montrachet Grand Cru,Domaine de la Pousse d'Or,2019,2260,750ml,General,8,1,9,Perfect,Caviar,The greatest white wine; infinite depth.,GRAND_MASTER_V34
manhatta,"Chambertin, Grand Cru",Ponsot,1993,2250,750ml,General,7,9,9,"mature, velvety, profound","game, aged cheeses","1993 Ponsot; fully serious Chambertin, tertiary and expansive.",NUCLEAR_MATCH_V8
manhatta,"Charmes-Chambertin, Grand Cru",Denis Bachelet,2021,2250,750ml,General,9,7,7,Chalky mineral,"Salmon, Wild game","Cool lean, classic finesse and precision.",NUCLEAR_MATCH_V8
manhatta,Unknown,Giuseppe Mascarello,2011,2250,3000ml,General,9,9,8,Mineral,"Duck, Foraged","Monprivato gem, Ca d'Morissio magic.",NUCLEAR_MATCH_V8
torrisi,'Clos du Cromin',Bernard Bonin,2020,2250,Magnum,White Wines - France,9,1,7,Chalky,"Seafood, Shellfish","Clos du Cromin: Pure, saline Meursault.",NUCLEAR_MATCH_V8
modern,Pauillac,Château Mouton Rothschild,2006,2250,750ml,General,7,9,9,Structured,,,HEURISTIC_V33
modern,Saint-Émilion,Château Ausone,2006,2250,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
claud,"""clos st. jacques"" gevrey-chambertin 1er cru",fourrier (domaine),2016,2225,1.5L,General,7,6,7,Structured,"Duck, Steak","Gevrey-Chambertin; power, game, structure.",GRAND_MASTER_V34
penny,1er Cru 'Clos des Bouchères',Roulot,2015,2225,1.5L,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
penny,Bonnes-Mares,Georges Roumier,2011,2225,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
penny,Meursault 1er Cru | 'Clos des Bouchères' 1.5L,Roulot,2015,2225,750ml,General,7,1,8,Opulent,,,HEURISTIC_V33
modern,Cabernet Sauvignon,Spottswoode,2005,2203,3L,General,6,8,9,Structured,,,HEURISTIC_V33
modern,(3L),Spottswoode,2005,2203,750ml,General,6,6,7,Balanced,,Structured and balanced red wine profile.,SAFE_FALLBACK_V35
marea,Unknown,ROBERTO VOERZIO,2017,2200,750ml,LARGE FORMAT BOTTLES,7,8,8,"polished, concentrated","wagyu, lamb, rich_ragu, aged_cheese",Voerzio signature: plush fruit over formidable yet fine tannins.,NUCLEAR_MATCH_V8
marea,"Barolo Riserva, Granbussia",Aldo Conterno,2013,2200,750ml,General,9,9,9,profound complex,"beef Wellington, foie gras",2013 Granbussia: structured masterpiece.,NUCLEAR_MATCH_V8
torrisi,'Valmur',François Raveneau,1998,2200,750ml,White Wines - France,9,1,9,rich creamy,"monkfish, truffles",Valmur richness fully mature.,NUCLEAR_MATCH_V8
torrisi,Latricières-Chambertin,Arnoux-Lachaux,2021,2200,750ml,French Red Wine,9,7,7,"linear, sapid, graphite","game_bird, truffled_egg_dish","Arnoux-Lachaux Latricières: ultra-vivid, whole-cluster spice, almost electric.",NUCLEAR_MATCH_V8
rezdora,Merlot,Masseto,2018,2195,750ml,General,5,5,7,Plush,Burger,"Plum, velvet, chocolate.",GRAND_MASTER_V34
torrisi,Château Beausejour Duffau,Château Beausejour Duffau,1990,2175,750ml,French Red Wine,8,8,8,dense,"veal, foie gras","Mature harmony, noble fruit.",NUCLEAR_MATCH_V8
torrisi,Saint-Emilion,Château Beausejour Duffau,1990,2175,750ml,French Red Wine,7,8,9,"rich, velvety, opulent","lamb, duck, foie_gras, truffle, hard_cheese","1990 Beauséjour-Duffau: legendary Saint-Émilion; lush, exotic, deeply complex.",NUCLEAR_MATCH_V8
torrisi,Pessac-Léognan,Château Haut-Brion,2009,2175,750ml,Reserve List,7,8,9,"sumptuous, smoky, enveloping","wagyu, lamb, venison, smoked dishes","Solar, exotic Haut-Brion; smoky Pessac character with hedonistic weight.",NUCLEAR_MATCH_V8
torrisi,'Riserva',Biondi-Santi,1997,2150,750ml,Italian Red Wine,8,9,9,"Firm, aromatic","Game birds, Dark chocolate","1997 Riserva: Classic structure, vibrant.",NUCLEAR_MATCH_V8
claud,"""bâtard-montrachet"" grand cru","leroux, benjamin",2021,2150,1.5L,General,8,5,8,viscous,"chicken, turkey, rich dishes","Benjamin Leroux's Bâtard-Montrachet Grand Cru is a Chardonnay showcasing buttery complexity, rich viscosity, and balanced acidity across vintages like 2012-2021, with notes of minerality, citrus blossom, and tropical fruit.",API_PERPLEXITY_GOD_FINAL
claud,"""clos st. jacques"" gevrey-chambertin 1er cru","rousseau, armand",2008,2150,750ml,General,7,6,7,Structured,"Duck, Steak","Gevrey-Chambertin; power, game, structure.",GRAND_MASTER_V34
